market_id,market_slug,question,condition_id,yes_token_id,no_token_id,city_raw,city,market_date_raw,market_date_local,market_type,threshold,range_low,range_high,temp_unit,precision,metric_type,parse_status,parse_note
1886251,highest-temperature-in-london-on-april-10-2026-17c,Will the highest temperature in London be 17°C on April 10?,0x35b47285c195a3e7e4476243aeb6a9f1d1ca759b20887cff2cdb535cc9402c14,27247468569886867230848892898212767899282866350566322433338398504571379831232,19057187771541516130227641913025118976263691678881964865203921373024363730751,London,London,April 10,2026-04-10,exact,17.0,,,C,1C,daily_high,ok,
1886252,highest-temperature-in-london-on-april-10-2026-18c,Will the highest temperature in London be 18°C on April 10?,0x139621b449f33dab51ac0411a355279be6aaf4017ae6a7617a80ef8b0fe68394,73451713259216962137691566582409822567581819212079961540344116389382056260968,11335268700303682024880419941337618681208784651799707956593077633283861642910,London,London,April 10,2026-04-10,exact,18.0,,,C,1C,daily_high,ok,
1886253,highest-temperature-in-london-on-april-10-2026-19c,Will the highest temperature in London be 19°C on April 10?,0x2e2f7a962eb8cef4eb40a998eb03db470404ae37891f0270cf553c664ed465b8,21105545256057441649480214598731224620866292309882572509353748789166450654758,60058292109681283721568460361263684896775744205767157410117641746974521138282,London,London,April 10,2026-04-10,exact,19.0,,,C,1C,daily_high,ok,
1886254,highest-temperature-in-london-on-april-10-2026-20c,Will the highest temperature in London be 20°C on April 10?,0x6b794a95b95e537742bd91b17a9b507c115d649838d4c37480e2b8254c9c3771,27063644844543477505649140350512580088022466139848324693421908090691570415827,46954333350340887564124485605295731400029540899349928053605526223724259028280,London,London,April 10,2026-04-10,exact,20.0,,,C,1C,daily_high,ok,
1886255,highest-temperature-in-london-on-april-10-2026-21c,Will the highest temperature in London be 21°C on April 10?,0xb1e8c3a777ff58c6846c15a56cd6984ee59f3eaf9b0efb59d49db1f150625f89,62150640390462346935196566640561879869076369770430736271144042485609734753701,25084151966660765021970145181589555239353689570813854016323621117309964721187,London,London,April 10,2026-04-10,exact,21.0,,,C,1C,daily_high,ok,
1886256,highest-temperature-in-london-on-april-10-2026-22c,Will the highest temperature in London be 22°C on April 10?,0xaa43bb94cbfe177a01d9ff3fd384c18e8ccd93e2df52881afc6cbc18eb00a17f,113278330978575470297102779570698694099357492640074267997391102980143003899957,72753883336688890500753869750582415844807931785734514437252791861185679219241,London,London,April 10,2026-04-10,exact,22.0,,,C,1C,daily_high,ok,
1886257,highest-temperature-in-london-on-april-10-2026-23c,Will the highest temperature in London be 23°C on April 10?,0xf1acc3203fda382768cbb887fb42c52b6232858d1da96957bd20d20851d4f11b,27564002056609552440396969306342107366793468807048012156541964887351597767058,5259007312987332573976715452815531617445932947663116782501134453518993786284,London,London,April 10,2026-04-10,exact,23.0,,,C,1C,daily_high,ok,
1886258,highest-temperature-in-london-on-april-10-2026-24c,Will the highest temperature in London be 24°C on April 10?,0xb35d0c121cebad694592923d5c981fda83f29326ebba4829e9b575edaac0e9cc,108310632217836645659766362559654456270813713311680919301362791998485881467024,83058662479623831424716468112473120431590117209207799364762187814965865306981,London,London,April 10,2026-04-10,exact,24.0,,,C,1C,daily_high,ok,
1886259,highest-temperature-in-london-on-april-10-2026-25c,Will the highest temperature in London be 25°C on April 10?,0xc6402e6dd382fe3aecc8b711877e7b09b849af0ef49fb799cf998f6373573124,77865955857716771865837464377557171233182460316878043035872849853154576779935,94976695449234082626599537001419193448469982696586364808949964193959902448221,London,London,April 10,2026-04-10,exact,25.0,,,C,1C,daily_high,ok,
1886261,highest-temperature-in-london-on-april-10-2026-26corhigher,Will the highest temperature in London be 26°C or higher on April 10?,0xcad31efaa56d85f17f98bcea075e80d6066f4f1bc308ee9c67f9a134ff24d2aa,87823550687922897423492018972883281798841145292943885152820054767802867120867,106398509529975489321828175806011449697474394693577957417242819265579940481166,London,London,April 10,2026-04-10,higher,26.0,,,C,1C,daily_high,ok,
1886266,highest-temperature-in-paris-on-april-10-2026-18corbelow,Will the highest temperature in Paris be 18°C or below on April 10?,0xa736c54b64a36edc657763bab62b32ffce52fc59b8e57448943d579926ce619e,92805609189199379670628594547633937609445216173486929462607416077287692150365,33963707929142276022776723843952810190484208235913898824455439280958814378627,Paris,Paris,April 10,2026-04-10,below,18.0,,,C,1C,daily_high,ok,
1886267,highest-temperature-in-paris-on-april-10-2026-19c,Will the highest temperature in Paris be 19°C on April 10?,0x8933195f8379c2c10ddb5fdad7f53199c0d9facc226d473408387ab88cfe7c6c,30717793873822908248787985073154395638055214958691757397199281614058717585920,33682897180816068002825840447310145425719211125156977853515771962966186261184,Paris,Paris,April 10,2026-04-10,exact,19.0,,,C,1C,daily_high,ok,
1886268,highest-temperature-in-paris-on-april-10-2026-20c,Will the highest temperature in Paris be 20°C on April 10?,0xd62e774dafdca939806ad492c4ef182a2e96b30351b1227b7d7d3bd5741954b9,54850779345907324135392008125253271296224179344821822179242278543667427059281,22497572711112331815886002052300919092242244882529871235198627312569954040728,Paris,Paris,April 10,2026-04-10,exact,20.0,,,C,1C,daily_high,ok,
1886269,highest-temperature-in-paris-on-april-10-2026-21c,Will the highest temperature in Paris be 21°C on April 10?,0x574b9954ac44fcb441036bb18abafe2b2838c7ddae8a199ea81eb95b2d0eb987,102505474341721875215587451686698746228657663670620931789808219354396810448794,5217690810923322609205655152910779408183174687889103646312111050071728497208,Paris,Paris,April 10,2026-04-10,exact,21.0,,,C,1C,daily_high,ok,
1886270,highest-temperature-in-paris-on-april-10-2026-22c,Will the highest temperature in Paris be 22°C on April 10?,0x28bb1631bb14dd36aadb70fcaccbf281a8dff7b5547b793757375d3924e6290b,70324473789009426989646801268221494727508981616811314735874051068210480504857,52664131949488188844388411098778935787394464671270743282094779271977352961258,Paris,Paris,April 10,2026-04-10,exact,22.0,,,C,1C,daily_high,ok,
1886271,highest-temperature-in-paris-on-april-10-2026-23c,Will the highest temperature in Paris be 23°C on April 10?,0x8ca0bd5c5c88bc053ac98421ed3e334a635fc11b01781668b14b6c807be385fe,4432247820184159549196591611146582144957560578810274457683819219120442920492,111490284254638175525100971682707089323030747927276773627514254751907913511368,Paris,Paris,April 10,2026-04-10,exact,23.0,,,C,1C,daily_high,ok,
1886272,highest-temperature-in-paris-on-april-10-2026-24c,Will the highest temperature in Paris be 24°C on April 10?,0x86644fbed95803ede97821a5eca5a6bcc5964c89af682f006387e675c51e5e5a,105528789089259546026508392646979138103578962550814982619064798780093833920465,32632591006253757010398805587172943293113911127471318575356209249935240109936,Paris,Paris,April 10,2026-04-10,exact,24.0,,,C,1C,daily_high,ok,
1886273,highest-temperature-in-paris-on-april-10-2026-25c,Will the highest temperature in Paris be 25°C on April 10?,0x264de4cfcce47ea25faf3a92db7448d5dcac6db2ab53fea846d92d569ab375a4,22698577377054054353732250524160760010019689269959179521844599587596049299220,44919809342371347358091752299398624211344828211021618975253855714724605865984,Paris,Paris,April 10,2026-04-10,exact,25.0,,,C,1C,daily_high,ok,
1886274,highest-temperature-in-paris-on-april-10-2026-26c,Will the highest temperature in Paris be 26°C on April 10?,0x040343f4e8789f34ca8b5814b35d3faab9d25f5fa2db174c6346572f5899a471,60748635149189726790831097890955262470644410268914249955702479864352984583852,31400273208559396461427100127051994721320232732396895626229664475874096131551,Paris,Paris,April 10,2026-04-10,exact,26.0,,,C,1C,daily_high,ok,
1886275,highest-temperature-in-paris-on-april-10-2026-27c,Will the highest temperature in Paris be 27°C on April 10?,0xc9eb715af97d2a44cb58ce0b352ec86f1a7db6f8f2ae64d2b92c79fe54813563,94162910594446002624824678587482533609107836457278925587387646897718662150967,85678744277154645038762489997209421140236110141451393610888036480656359681429,Paris,Paris,April 10,2026-04-10,exact,27.0,,,C,1C,daily_high,ok,
1886276,highest-temperature-in-paris-on-april-10-2026-28corhigher,Will the highest temperature in Paris be 28°C or higher on April 10?,0xd748535092494111208db0c336942e600e5d0fda681840d94243db7bf3c98b59,63521031148773993756012434229921415067475226237539803287206547619266489046744,30909030528396415837961689030585756913859346218612632290109436680328517262762,Paris,Paris,April 10,2026-04-10,higher,28.0,,,C,1C,daily_high,ok,
1886278,highest-temperature-in-sao-paulo-on-april-10-2026-20c,Will the highest temperature in Sao Paulo be 20°C on April 10?,0x0ed19070a0adc3ea17fb767f81348080a604bbf762a9dcdc93544d9008b39d92,111643869591424128021564588939427368404262482369275357766838011288486645217988,73513276318850649176320503528167448506447148619810559625771287026296734799024,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,20.0,,,C,1C,daily_high,ok,
1886279,highest-temperature-in-sao-paulo-on-april-10-2026-21c,Will the highest temperature in Sao Paulo be 21°C on April 10?,0x4eb316c7573292061a070fb718a5897a6c4f26939767f1807b83c51da5d3b3cd,88041590255564773457798348821247780044388493002362653002232160631275108632785,12115588011860575014434594792330766216713685725790910835934023132595521279426,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,21.0,,,C,1C,daily_high,ok,
1886280,highest-temperature-in-sao-paulo-on-april-10-2026-22c,Will the highest temperature in Sao Paulo be 22°C on April 10?,0xe9b95660160e33a7c2aa2879e6c0dd5f541b52781b1cd155fa020438f1f7bbd8,30305198786788931179949871096058237386675722112317810566870661004449498502751,35831261390675751779013064639167014884490559890999766248038240828463350182782,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,22.0,,,C,1C,daily_high,ok,
1886281,highest-temperature-in-sao-paulo-on-april-10-2026-23c,Will the highest temperature in Sao Paulo be 23°C on April 10?,0x101224a724b944a63837ad3ccd7bd368a2a049820906f4c518c6ec90cd379f8b,14081559777105058906179907027324628974734771258175112454245077857835580944832,54293636038379279975143641277113697348771798572541055526567866962469367866723,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,23.0,,,C,1C,daily_high,ok,
1886282,highest-temperature-in-sao-paulo-on-april-10-2026-24c,Will the highest temperature in Sao Paulo be 24°C on April 10?,0x7971f089d81e51a41d5a5ea9e9d00075f2e3590f4250a21efebffbb7e90dad42,36406608278845318908032346287923955352559258245834325520944975069397429385070,39358977853290403881297536736407364961334922696963829099254153335923985013123,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,24.0,,,C,1C,daily_high,ok,
1886283,highest-temperature-in-sao-paulo-on-april-10-2026-25c,Will the highest temperature in Sao Paulo be 25°C on April 10?,0x35a55d1aef4d8f44e5eadd34a6cb337867596caa4c90db0271444a2d3bab35a0,7887799517039013894700832081286735062158017423907109283950549241633190900203,73791746919400858661552933871733569186764578671883816894933691207637201414221,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,25.0,,,C,1C,daily_high,ok,
1886284,highest-temperature-in-sao-paulo-on-april-10-2026-26c,Will the highest temperature in Sao Paulo be 26°C on April 10?,0x052d2a4e6597b3c8842714afbaaa184567bd81f92e441af27ab307faeadfc9bb,8814277819288867892245767732328964684427361214852257839877492543205937320654,42051626768073141409255661760388072740936915020216104286098450603205031684317,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,26.0,,,C,1C,daily_high,ok,
1886285,highest-temperature-in-sao-paulo-on-april-10-2026-27c,Will the highest temperature in Sao Paulo be 27°C on April 10?,0x8add7f391a894f7bcf0dc4c61cd7837491281e477574999881fb8334dcd56abd,60366504891858724565792021701772532978325636107274911813909302187743860853208,4175928412577030058984550490661120744594807050950397624962744728885535814769,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,27.0,,,C,1C,daily_high,ok,
1886286,highest-temperature-in-sao-paulo-on-april-10-2026-28c,Will the highest temperature in Sao Paulo be 28°C on April 10?,0xa33b96da83675cb5383a055087743a4ca20e7cc69ec85ce22ea67ac8332cb096,90349294946316885925902407853383391610411682217596239038265172478119798834520,43869549166419159073380250894796229765192192238659246362933204048825906446564,Sao Paulo,Sao Paulo,April 10,2026-04-10,exact,28.0,,,C,1C,daily_high,ok,
1886287,highest-temperature-in-sao-paulo-on-april-10-2026-29corhigher,Will the highest temperature in Sao Paulo be 29°C or higher on April 10?,0x793db29ba0692bfafbef6c70540e8cf39b4c6106e7f1839f18b7f8f5fabc5db7,95030691556975934128469787182529294645473170738772285316469246176141598594543,35354604821890039250632532497664671232272060156658835611563278778552104889626,Sao Paulo,Sao Paulo,April 10,2026-04-10,higher,29.0,,,C,1C,daily_high,ok,
1886303,highest-temperature-in-seoul-on-april-10-2026-11c,Will the highest temperature in Seoul be 11°C on April 10?,0x504da22c83dd9196bfae2dd35a01abb07adfc7c11b1c31011fd00006f4cc8bb0,39363488450600969923800472324814323166071942176604818273371087883649831980597,76984494656146433200079566048425474342579123089455933896517289819964197364453,Seoul,Seoul,April 10,2026-04-10,exact,11.0,,,C,1C,daily_high,ok,
1886304,highest-temperature-in-seoul-on-april-10-2026-12c,Will the highest temperature in Seoul be 12°C on April 10?,0x1dfa95115380f6e9f7fb8185b6153501e3a4354d2e6821278a37a4feb6d10ec3,100934772033047694708048795563566781235468684696706487681766371814566925605857,91623120525764427535364531502620350773299002144540956175677824083153839440799,Seoul,Seoul,April 10,2026-04-10,exact,12.0,,,C,1C,daily_high,ok,
1886305,highest-temperature-in-seoul-on-april-10-2026-13c,Will the highest temperature in Seoul be 13°C on April 10?,0xd6d191375b0c500c79f400a9794ccc58729c01e28d569d113cc6653db80c3b65,86908706040142236524781255792874503157149055791054462681084282445659090772769,35506932775426377529803395935043346048667942360674404005412355288687189746476,Seoul,Seoul,April 10,2026-04-10,exact,13.0,,,C,1C,daily_high,ok,
1886306,highest-temperature-in-seoul-on-april-10-2026-14c,Will the highest temperature in Seoul be 14°C on April 10?,0xd3e5b3a1b5eef703c00b3e1be5b5df145c4895cfb9c848136892956d4788d48a,70766535114950699278110327017243121743702108692571840774360854513626949610681,61835125512683445574846255328136361093682069877219426852333268691829807075290,Seoul,Seoul,April 10,2026-04-10,exact,14.0,,,C,1C,daily_high,ok,
1886307,highest-temperature-in-seoul-on-april-10-2026-15c,Will the highest temperature in Seoul be 15°C on April 10?,0x90379e6a65e5c00be8a35a043d8c34ed33b5f77765c8ab16c36915e54282e7f0,43834787826084008303570924985566850249526929230578863535208865410595544932997,111730701595056394427807303998989849815476526919539011312585316961668398669220,Seoul,Seoul,April 10,2026-04-10,exact,15.0,,,C,1C,daily_high,ok,
1886308,highest-temperature-in-seoul-on-april-10-2026-16c,Will the highest temperature in Seoul be 16°C on April 10?,0x0e772c321f6b11cb2357ad398d32ba6d9301199b3cdeb777618aaf1e5b6a6988,17409784813242157651615366228605089033561204581274668845389367883925594816333,113510548466187830567624159942173315552378034700985829778313051974390434486795,Seoul,Seoul,April 10,2026-04-10,exact,16.0,,,C,1C,daily_high,ok,
1886309,highest-temperature-in-seoul-on-april-10-2026-17corhigher,Will the highest temperature in Seoul be 17°C or higher on April 10?,0x37040604743c152f6b9e14d5819f1e1aebb7cdf167311e13fa6e6282d44952b6,31978627807954470355731265381746412887456475447121512127993652598616555135304,38904232716236112689475975012551706106426006064682599804203464658838171751400,Seoul,Seoul,April 10,2026-04-10,higher,17.0,,,C,1C,daily_high,ok,
1886310,highest-temperature-in-toronto-on-april-10-2026-6corbelow,Will the highest temperature in Toronto be 6°C or below on April 10?,0x10fcc683e161c53bcea786b340408d0bf5b1b582fb706ebb0f26ccf008cc13f4,69092181891695909518996588883116837835428876404866638370646215273230332012055,108940023574414478514291906060663113180535213259360271043397356051606912138858,Toronto,Toronto,April 10,2026-04-10,below,6.0,,,C,1C,daily_high,ok,
1886311,highest-temperature-in-toronto-on-april-10-2026-7c,Will the highest temperature in Toronto be 7°C on April 10?,0xf8749209440359de33ecdc51ae8eebdab5e27a28173915e3957bd4e03df77ed4,32620178267154620275268841056818901338688172947336297734436165260698174094143,86947081392956484229012265039082027086871063723561777871716055451890008793939,Toronto,Toronto,April 10,2026-04-10,exact,7.0,,,C,1C,daily_high,ok,
1886312,highest-temperature-in-toronto-on-april-10-2026-8c,Will the highest temperature in Toronto be 8°C on April 10?,0xffa24c98158da201f7c4d66883c94d8bc4ab34a5be40381c455d3e1427d22663,103383359556638133135205871505818227318115360400954345307872284430525149443041,62419977776743405791994831111263782414698378555504995598753212481166456537000,Toronto,Toronto,April 10,2026-04-10,exact,8.0,,,C,1C,daily_high,ok,
1886313,highest-temperature-in-toronto-on-april-10-2026-9c,Will the highest temperature in Toronto be 9°C on April 10?,0x13b4d53e979dcc9a59ec3f8d31fcdbeb8c7fa55cb5741fa3877e4ba99e8fd5a7,45485977496479566986433073500303381290784280506783285797875896723638946292066,86911109151384111716332809604121145030800664054974301741102950093310422412051,Toronto,Toronto,April 10,2026-04-10,exact,9.0,,,C,1C,daily_high,ok,
1886314,highest-temperature-in-toronto-on-april-10-2026-10c,Will the highest temperature in Toronto be 10°C on April 10?,0x0289df2f96f16fdd5c5df959a5e78e2c047125b88c8afd87c7d796004ef0aae2,71353813604698930848712374565354033907096051567182228483402284998653505494242,112161907976320041841464373660012740284520819965987134358697899844606863696224,Toronto,Toronto,April 10,2026-04-10,exact,10.0,,,C,1C,daily_high,ok,
1886315,highest-temperature-in-toronto-on-april-10-2026-11c,Will the highest temperature in Toronto be 11°C on April 10?,0xb550edd6a1135189970e960dbbf156935899a56c86ee6ddfe86bcac23aa1166b,54955164662320613985543584657913073253664467649217526464762716435487091397373,94375785265261051135977615040935134334404424967789877903161304974212555395769,Toronto,Toronto,April 10,2026-04-10,exact,11.0,,,C,1C,daily_high,ok,
1886316,highest-temperature-in-toronto-on-april-10-2026-12c,Will the highest temperature in Toronto be 12°C on April 10?,0xc3cefd6a0b628f288ae1485614c346852e08754352ecdb02765d4a6121c64fdd,108645116304554355162702053678520201230889647626530456848922454047645802123386,59712809396536923037258388573767275658696109443150496994639728548390969124208,Toronto,Toronto,April 10,2026-04-10,exact,12.0,,,C,1C,daily_high,ok,
1886317,highest-temperature-in-toronto-on-april-10-2026-13c,Will the highest temperature in Toronto be 13°C on April 10?,0xbf934329ddb32d15a9b249e73299b1db5a6669b2e62690984963c99df48b3c8d,68392854848954600075658243058507000760898319251457647518174868062336313878828,99683760500033965587974709636435113599196567718994322726834022367847523934021,Toronto,Toronto,April 10,2026-04-10,exact,13.0,,,C,1C,daily_high,ok,
1886318,highest-temperature-in-toronto-on-april-10-2026-14c,Will the highest temperature in Toronto be 14°C on April 10?,0x7eb9e42d821e6f9add5260cfc2fdf0cccb98c0f0930b3d64cf088cf55d9e280e,53884236264409038929388525441564283817546423821029862457139397764632495193200,19741099261670652214995487497737170892094188100287386809404441293961009239912,Toronto,Toronto,April 10,2026-04-10,exact,14.0,,,C,1C,daily_high,ok,
1886319,highest-temperature-in-toronto-on-april-10-2026-15c,Will the highest temperature in Toronto be 15°C on April 10?,0xc8020a470e8e141ffd34107fada745ce17becefc924ea5e9c5fad15a82015082,110919955948988673331974550696619516571143809537387182951750905123373876927473,87741114164509790599284745022773942784770402005171005128223863158011724296698,Toronto,Toronto,April 10,2026-04-10,exact,15.0,,,C,1C,daily_high,ok,
1886320,highest-temperature-in-toronto-on-april-10-2026-16corhigher,Will the highest temperature in Toronto be 16°C or higher on April 10?,0x17ea1fdecd9f5602f602135fee6f23a31ea944caf41d3babe0f6698bbe2d5e2e,102351534185189739290071265144859330150932837180353990619712399572619881126156,71614127810232999736593209347746827837718991621773419875636541796887595457679,Toronto,Toronto,April 10,2026-04-10,higher,16.0,,,C,1C,daily_high,ok,
1886321,highest-temperature-in-seattle-on-april-10-2026-51forbelow,Will the highest temperature in Seattle be 51°F or below on April 10?,0x02d12823de63104230c1ac1fdfef56a76cffcc17ed6eb5d9c7586d368182e36c,92418077559150250385767664967085773196341610716719706706912774252544233122777,66702553031830373771403446714219148471922674972813714900716288208220789776714,Seattle,Seattle,April 10,2026-04-10,below,51.0,,,F,1F,daily_high,ok,
1886322,highest-temperature-in-seattle-on-april-10-2026-52-53f,Will the highest temperature in Seattle be between 52-53°F on April 10?,0x6d3064dca657edaecf2a74194b55077edca70fb5d33f4bdfc3f94bc937e9e526,81637766401363560503487801461406840892024998593556425492927804899037540042246,46663013309667408603134018471199987169119826557129838024169507930902500913348,Seattle,Seattle,April 10,2026-04-10,range,,52.0,53.0,F,1F,daily_high,ok,
1886323,highest-temperature-in-seattle-on-april-10-2026-54-55f,Will the highest temperature in Seattle be between 54-55°F on April 10?,0x14fd7750931cc83b0ee90afceb21eb7b5580df54396865e57ee072a1cea368e9,4345196703998436971022272439600751140290474316833938393348102895731000022878,93624033472804946508356451302146636707502125484505938854382010551796003180076,Seattle,Seattle,April 10,2026-04-10,range,,54.0,55.0,F,1F,daily_high,ok,
1886324,highest-temperature-in-seattle-on-april-10-2026-56-57f,Will the highest temperature in Seattle be between 56-57°F on April 10?,0x9021aab18d21e20d1d7cf52a12013ae38049f4fb520f29bf7e2c88afbd001f36,29765149893948843879087840005235952777930294644574967965888826148320155110065,86589628621957166643490055299318403179432255142822493624803249509105301476902,Seattle,Seattle,April 10,2026-04-10,range,,56.0,57.0,F,1F,daily_high,ok,
1886325,highest-temperature-in-seattle-on-april-10-2026-58-59f,Will the highest temperature in Seattle be between 58-59°F on April 10?,0x7e40dc8cec7ee83743c92a22b2a2d78a67deb52e15465374fb7b2b2268cc3ed4,21278955341517723969093538650247318230759073919475200093263086888172523669790,13666090268043538386492150671456812214822502400023689746262566412973665556868,Seattle,Seattle,April 10,2026-04-10,range,,58.0,59.0,F,1F,daily_high,ok,
1886326,highest-temperature-in-seattle-on-april-10-2026-60-61f,Will the highest temperature in Seattle be between 60-61°F on April 10?,0x21e64f43361c8d1d5ca3494944e2f62b14d7c761f707f60fb240ac750fa8acc3,75702374145346247405811859184741860810899359240267797876411251085028193700775,32936606010504279631634582548915639458925821474180110698164444411935029906986,Seattle,Seattle,April 10,2026-04-10,range,,60.0,61.0,F,1F,daily_high,ok,
1886327,highest-temperature-in-seattle-on-april-10-2026-62-63f,Will the highest temperature in Seattle be between 62-63°F on April 10?,0xe979a1478af47d975759b8c0599438a990da2ae7cae66cb68b9c601cd7c8bd74,9913391986470336153481850959832771556223161439917697028799719248977599399058,347549895578912613362346795019930670983448607814324484830990564968228169823,Seattle,Seattle,April 10,2026-04-10,range,,62.0,63.0,F,1F,daily_high,ok,
1886328,highest-temperature-in-seattle-on-april-10-2026-64-65f,Will the highest temperature in Seattle be between 64-65°F on April 10?,0x145d2b560302dc7e82ef4cb285333ae45795152a9bddd2759b1179acc2874bad,84690570958710222829945613006121954091720113902138046277924569983525340577303,70613516682854619565408881045654830279667344739255519252501313888216552058276,Seattle,Seattle,April 10,2026-04-10,range,,64.0,65.0,F,1F,daily_high,ok,
1886329,highest-temperature-in-seattle-on-april-10-2026-66-67f,Will the highest temperature in Seattle be between 66-67°F on April 10?,0xbd0e4eead8a3090ea4df5a02dbcfbe27423373b2c12b54b4100678cb2ad17dc7,46068673549059734256612171670676311227778188420428428692460025434915538424906,21563066001220033846654126257543894362213702629628285399572995027717437652312,Seattle,Seattle,April 10,2026-04-10,range,,66.0,67.0,F,1F,daily_high,ok,
1886330,highest-temperature-in-seattle-on-april-10-2026-68-69f,Will the highest temperature in Seattle be between 68-69°F on April 10?,0xf6d2297d684636509f133e3f0014980bbce656f13b8296c5557578d5ee47793c,68438734416433406162321739624347341000470724915085985150607371828714051332307,91711821315650933343719800603849357971052592583435886584462778636020776467437,Seattle,Seattle,April 10,2026-04-10,range,,68.0,69.0,F,1F,daily_high,ok,
