market_id,market_slug,question,condition_id,yes_token_id,no_token_id,city,city_raw,market_date_local,market_date_raw,market_type,threshold,range_low,range_high,temp_unit,precision,metric_type,parse_status,country,station_id,lat,lon,timezone,settlement_source_type,settlement_url,market_enabled,disabled_reason
1842702,highest-temperature-in-london-on-april-7-2026-26corhigher,Will the highest temperature in London be 26°C or higher on April 7?,0x55a270a3d2e9dc5efdc019b2610120e31981f1bf00fe8accdd2c295c2f04efd7,67982521211398947955349086886417019406950334570549761799795140070053266497032,60070672787991199345996223627741919903659706685638740352916440830277683891882,London,London,2026-04-07,April 7,higher,26.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1842708,highest-temperature-in-paris-on-april-7-2026-18corbelow,Will the highest temperature in Paris be 18°C or below on April 7?,0xc5af3cb40033a93eb8eead1169270deebfd9c676dcca4455fff77e63361123f3,93229130956530583651394601910343802857706380194820333770698526539241134231992,35389634662991732357420155094043661129029316397416468093188850870306187613259,Paris,Paris,2026-04-07,April 7,below,18.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842709,highest-temperature-in-paris-on-april-7-2026-19c,Will the highest temperature in Paris be 19°C on April 7?,0xb3eace0974557b4560c5d4dff6c7ba183d4a223c55800f92321ecc9d8a6cdd6c,57061722328726518440736968219998300997457693345753104755004974876134616859924,112098162490809679463028582581884837398439587841300185303257262673516037374895,Paris,Paris,2026-04-07,April 7,exact,19.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842710,highest-temperature-in-paris-on-april-7-2026-20c,Will the highest temperature in Paris be 20°C on April 7?,0xae5bbd440dcbe6f929db2ec34363ea4f9f35b324335ab6d6373e6b2a907aaaad,91807959397381744988889241821416380425558849699333842742904291476705266829749,53864152021498234486459909944970669221348503129505820678924422413390142238196,Paris,Paris,2026-04-07,April 7,exact,20.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842711,highest-temperature-in-paris-on-april-7-2026-21c,Will the highest temperature in Paris be 21°C on April 7?,0x3001a27a8a4b406e30284ebdceac0c651decb015a949d9f0161ba8f8bc8c85de,48021917687113887640602102605667201977450342395138429234675787096765596982491,103800130074046414092216972227012543045173038373532738069751245115334023298809,Paris,Paris,2026-04-07,April 7,exact,21.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842712,highest-temperature-in-paris-on-april-7-2026-22c,Will the highest temperature in Paris be 22°C on April 7?,0x2fe27b2de366a5e9d8ddb8609fee194eef916d4acebd46e064f9be0a8a5b7082,84844201617367804244881815332999975650649856252512262623979696750560691334731,7564044021635140796172068414838278495545612906031199669292558355458986390127,Paris,Paris,2026-04-07,April 7,exact,22.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842713,highest-temperature-in-paris-on-april-7-2026-23c,Will the highest temperature in Paris be 23°C on April 7?,0x36a162a432f168b43723ab29f5e3cc15db18b61c6d60eac3e3db65fdd92e1398,52037436805031226940642678087898743743006193410950396827661697853441950314389,105208832899051393098077186100114339577627886454382838349312878885544179885346,Paris,Paris,2026-04-07,April 7,exact,23.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842714,highest-temperature-in-paris-on-april-7-2026-24c,Will the highest temperature in Paris be 24°C on April 7?,0x4ade03c320cb88816d9e54f6ae7101c9a5fadd307b9359239e48b16ccbce5376,99527248117115465230817660050979224355966400352492594636105751726023922313332,21689650345861583354990747962712853129997478801883141010843740642140361567932,Paris,Paris,2026-04-07,April 7,exact,24.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842715,highest-temperature-in-paris-on-april-7-2026-25c,Will the highest temperature in Paris be 25°C on April 7?,0x5a6cb18f95cd43fb75d5b440126ea9f5638ebcec474b3e2e9f24b7d1ac71af00,108731932463074609046346796616601641455710659782182070594468031287992250540165,78805424172271023690787207914099334261087246853795181727244151135874995492843,Paris,Paris,2026-04-07,April 7,exact,25.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842716,highest-temperature-in-paris-on-april-7-2026-26c,Will the highest temperature in Paris be 26°C on April 7?,0xd3a353f795c7b4318355ff76a632d89d5788b4e1b0415b584e2c93023b6a2df0,23257076381800668212712956672914253575183666555965744644854041400584606259804,64323187080289092042969498907597344466341467951603246451073678073231046446215,Paris,Paris,2026-04-07,April 7,exact,26.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842717,highest-temperature-in-paris-on-april-7-2026-27c,Will the highest temperature in Paris be 27°C on April 7?,0x4ffa228e58ecc8246077d6ef7f6932de2bd4f7a7ec6b2d7b24f6cbd74d9df41b,114777038208920255162751205433181379686464809847241336323606124171693073291475,60544357933740145250924595301305397819754793791470353732152049812954447439040,Paris,Paris,2026-04-07,April 7,exact,27.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1842718,highest-temperature-in-paris-on-april-7-2026-28corhigher,Will the highest temperature in Paris be 28°C or higher on April 7?,0x12edd502490e1f71b1dcf6fa31587c69ee0f6758580debbc7db0a2ad870c6267,113280852675949332377113545007922470492244047248517354268293882556639571962456,57944860006372002453424103990155653994855370180973174472383576545764146551153,Paris,Paris,2026-04-07,April 7,higher,28.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854400,highest-temperature-in-london-on-april-8-2026-14corbelow,Will the highest temperature in London be 14°C or below on April 8?,0xcbcfce46f7b300be8a349a0e9107ea61d0741464e973892f41fac644ef74d4cc,51486990430828950032047285784650043331485691083000450055382147329690359487442,108311307921235652720112257069723006383658170725330631133812620086442566842071,London,London,2026-04-08,April 8,below,14.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854401,highest-temperature-in-london-on-april-8-2026-15c,Will the highest temperature in London be 15°C on April 8?,0x6ff5e7d8d399b5bab51f11b2e0c0f543cbfbf314c9de3750bdd6452ad126be66,45087568640264132703024439723287197054912004907793394575098578289907354753230,91503361928248126114465758744993967873154517041216910631052917755215313636265,London,London,2026-04-08,April 8,exact,15.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854403,highest-temperature-in-london-on-april-8-2026-16c,Will the highest temperature in London be 16°C on April 8?,0x7cb9d447be0104769cb3bdd076bdeee7429b35980657d68fa88b1ffd15ca824e,42899983577634534257258435381190050260659629653472123743486167744064035366961,4688835069798975167168139087847857649116039243481457224173924141083721357963,London,London,2026-04-08,April 8,exact,16.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854404,highest-temperature-in-london-on-april-8-2026-17c,Will the highest temperature in London be 17°C on April 8?,0x4dd2fc37ccabb6129fa6a0a90ba3f252e6f705a2f897dafd37d68cc2dd4c30cd,66929511734080916495590379673113447862645612883031283249354809138794523185668,12911836687047358561619301750776524459093609547587506758558149697756389932838,London,London,2026-04-08,April 8,exact,17.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854405,highest-temperature-in-london-on-april-8-2026-18c,Will the highest temperature in London be 18°C on April 8?,0x59e1031de7297845aca56cf61ff3e17101a6609e5b40ca994a80ed31b61e1393,16708879633741297954717567686755562945153469626901573965234810096445955570156,12592340265964467512481738677046373856690332459900735296513644736266324088150,London,London,2026-04-08,April 8,exact,18.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854406,highest-temperature-in-london-on-april-8-2026-19c,Will the highest temperature in London be 19°C on April 8?,0x7fd5d8f657fd4fe9d6bf2ebb448e1db0b27e60c0284f7702083d856bb4906c4b,91980318489758354986477927244800493859805696909250717847080519853157365935558,16628828046630597075870792393680266054722665227675284342545822930119514499357,London,London,2026-04-08,April 8,exact,19.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854407,highest-temperature-in-london-on-april-8-2026-20c,Will the highest temperature in London be 20°C on April 8?,0x9598ec42f3f0a0a6031100f9bb960445e159a1216d574a68815e2419e33056fb,57321198068569932445410133714457247805475356003162208127943139225702632678409,8049656138292392674567766882722425110598592964479817515241147084753859229558,London,London,2026-04-08,April 8,exact,20.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854409,highest-temperature-in-london-on-april-8-2026-21c,Will the highest temperature in London be 21°C on April 8?,0xdb06f8b5da84e62dfb760c634bce52351d5b0d050fab45df109d5fc996c60b40,102439626624483285596457278754375481069029133456071042051803430266071143968621,63583794825137632664104236220707942923451153707982044407398081373307843047856,London,London,2026-04-08,April 8,exact,21.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854410,highest-temperature-in-london-on-april-8-2026-22c,Will the highest temperature in London be 22°C on April 8?,0xa472070bd98d4513156aaf19211887c5a188374e671c581cdd9fe97287609b52,66317197196398537459388800960503686155663880757896776201613113832735367527247,89508212748885489829597628691256060091925760617239014719739767703671740677873,London,London,2026-04-08,April 8,exact,22.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854411,highest-temperature-in-london-on-april-8-2026-23c,Will the highest temperature in London be 23°C on April 8?,0x7d03f76268a14b0b14c6685a41b260277de359c1da6bd5b5045cd5d29f9824c5,9489626373869878609385137997094108266252699768282200599045503865041302702758,80287920232566884196259154716800298336395283633078957515314907753452460278477,London,London,2026-04-08,April 8,exact,23.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854412,highest-temperature-in-london-on-april-8-2026-24corhigher,Will the highest temperature in London be 24°C or higher on April 8?,0xd2b12e0f569108295092ea66e4a794359f185a317a3792defba9501d394d261d,23289522145364182340150720907697447946889855255601121822803396095180485640546,26665117716866443927605844776238476958938287816416803127503873856200742006833,London,London,2026-04-08,April 8,higher,24.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1854420,highest-temperature-in-paris-on-april-8-2026-18corbelow,Will the highest temperature in Paris be 18°C or below on April 8?,0x155ef2c254a5b6e6cbfd1716596a57009817d68be80b136ffc2ce0535bfeee77,27705078467648100391622858788468116389678163934946742709344324908654400230553,13181326065170413379823334850102446988639195121424966470545769196047533376962,Paris,Paris,2026-04-08,April 8,below,18.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854421,highest-temperature-in-paris-on-april-8-2026-19c,Will the highest temperature in Paris be 19°C on April 8?,0x3bcbf83e1d42deeeee69dc945ba55c39bfb47ed5a1e891cac17b83f851cf38db,39690056075451849703424205586778760274311019914761462895109913899021030294913,35443253646712472042479989722660427596996575901486240626434086249465570911497,Paris,Paris,2026-04-08,April 8,exact,19.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854422,highest-temperature-in-paris-on-april-8-2026-20c,Will the highest temperature in Paris be 20°C on April 8?,0x6bf1c081b2c850dced60bf87d04ab225e3ce65da19cfe6edce2c5d77181f8460,96087930330955217732623608965593002102791749066306377686695819286813156338708,44052411555478493942793144540660037311618874219349152949267596659455050916037,Paris,Paris,2026-04-08,April 8,exact,20.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854424,highest-temperature-in-paris-on-april-8-2026-21c,Will the highest temperature in Paris be 21°C on April 8?,0xdc68084b944c0e476615d63a91a3913e869250e2adea1fb9496c4930038a0b67,13875638738534269650043918832416344030520080564919690591087371895387144175558,74776360633683256311899134127201013667405526729839461803889504068117058678054,Paris,Paris,2026-04-08,April 8,exact,21.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854425,highest-temperature-in-paris-on-april-8-2026-22c,Will the highest temperature in Paris be 22°C on April 8?,0x89c66b6b354c24dbcb4d0ae644757ba602142005f1ec7840565b5fd37fa708c3,44394042602635459284062340048533716988167174967941073835024741862543749652733,81324025781379289675254171541545244415538111606631236952859331808005341339115,Paris,Paris,2026-04-08,April 8,exact,22.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854427,highest-temperature-in-paris-on-april-8-2026-23c,Will the highest temperature in Paris be 23°C on April 8?,0xc80b5ea49ce8fbded50d43d4ff5b224cfe3448a9531be4fbd9175f45cb840db1,21136005828032261145208286706687897285659255682289651101824566544569463930802,22079709063537585997138552497055596338546965404577265419116793035699153218764,Paris,Paris,2026-04-08,April 8,exact,23.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854428,highest-temperature-in-paris-on-april-8-2026-24c,Will the highest temperature in Paris be 24°C on April 8?,0x07e459dd4218acc7173de49d430646c3c15382d744712ecdf22b816578da38c2,4862093882181723179970532439051423541178444947087756352328307593921778945125,23813038587563022431813090041180787003533283183542327206256089253146293217000,Paris,Paris,2026-04-08,April 8,exact,24.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854429,highest-temperature-in-paris-on-april-8-2026-25c,Will the highest temperature in Paris be 25°C on April 8?,0xbb7280e2fd5e62c3f426791a5b163ab38548920c869c2090553ec1759919f03f,9748955640135090023114796443639406103416557508475332356265462368037483127191,59004608524589981166839382922703361722541759465103756213836452933012802163516,Paris,Paris,2026-04-08,April 8,exact,25.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854430,highest-temperature-in-paris-on-april-8-2026-26c,Will the highest temperature in Paris be 26°C on April 8?,0x83d16882b45ef02746803d531345e54ecc284c763802eed05291fd993964f630,84230456306371753705986291195079484759166394105769836573346926791836510157337,93931882473674472349338345824453195337724078856052101485679850477214410946239,Paris,Paris,2026-04-08,April 8,exact,26.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854431,highest-temperature-in-paris-on-april-8-2026-27c,Will the highest temperature in Paris be 27°C on April 8?,0x61a29065627a1e6277b2a237828550fc94162187d0c9454a7a64632c19df495e,23162186419010904036743516562008026278557172924975372505088297313813867688053,26790674826615202120832311787039359924507718701786546533273763856701910734881,Paris,Paris,2026-04-08,April 8,exact,27.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1854432,highest-temperature-in-paris-on-april-8-2026-28corhigher,Will the highest temperature in Paris be 28°C or higher on April 8?,0x9df658d5cd717192aebaf81c81530be23eb8304abd26de7b686147b3f5e49c21,87428654483957412038089837738613699191707044881349237421883860315823466847063,72919447980472099817002148136142695695824090888850151466540989435111936792268,Paris,Paris,2026-04-08,April 8,higher,28.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
1871579,highest-temperature-in-london-on-april-9-2026-15corbelow,Will the highest temperature in London be 15°C or below on April 9?,0xb069f152093fbd3c4dd8afdcfd2afd0528c0d3a6bdc2f699085b1182baafba8c,94281170827587134553073252224630458619829083443088239213340664503426763783777,42617384739829186308151544246758256542810279871646462969815553764815525090622,London,London,2026-04-09,April 9,below,15.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871580,highest-temperature-in-london-on-april-9-2026-16c,Will the highest temperature in London be 16°C on April 9?,0x3818531905d007cfbb6701440ea14f7ed4f350fdda72726a9b7c218017ea5e1c,108845637415529651729749340473871872968548322877654919222022986631629638306258,76430651071286643758668276419688770328103394992167303395600838709763992908647,London,London,2026-04-09,April 9,exact,16.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871582,highest-temperature-in-london-on-april-9-2026-17c,Will the highest temperature in London be 17°C on April 9?,0x34ab1ad3554ad56d777890c4c4e02e2f7478ba7a06ac25dac89fdf11eb35357d,65532417325772153540477825141542551850402904074531974791271393275955651235234,85264241559941832919313557629612214078819952938431446794649914580661146855849,London,London,2026-04-09,April 9,exact,17.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871583,highest-temperature-in-london-on-april-9-2026-18c,Will the highest temperature in London be 18°C on April 9?,0x771ed3ecaa03e861b66897c06a6b33080ff31df969c2b721cc8fe4bf0163c78c,85478893573760333327122023118947326255059018017726618257436988068908562007457,28632022589272521182452123559831055687996377214944978918729707955044824613448,London,London,2026-04-09,April 9,exact,18.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871584,highest-temperature-in-london-on-april-9-2026-19c,Will the highest temperature in London be 19°C on April 9?,0xa7d0f39fa8e66d28e9dc3352dce409efe3b212c499b04a3b1c9f2209bb8f397d,30834420846804867350555922321325171580698037309899835192283583965085707024966,48126888800433211443245009966588708952786207608301977922202737433343737782941,London,London,2026-04-09,April 9,exact,19.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871585,highest-temperature-in-london-on-april-9-2026-20c,Will the highest temperature in London be 20°C on April 9?,0xf92a10ba02dd37699ce3179f10a89d5c9c0a120df9a0bcc466411b4430a45522,14527584396695665833241298217499017952891256733639573233728653704418874499239,14392419608140871471542703384814663333801834955717593971487582910014558935721,London,London,2026-04-09,April 9,exact,20.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871586,highest-temperature-in-london-on-april-9-2026-21c,Will the highest temperature in London be 21°C on April 9?,0x162af116f6439b9dc72c027c07067c028786491db759545306c09f0272f39b9a,87961385147060320208689166228498007428527047520912404664765159449827759183636,29802865992584956417972799649693152760121934486865230842013254154142931993511,London,London,2026-04-09,April 9,exact,21.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871588,highest-temperature-in-london-on-april-9-2026-22c,Will the highest temperature in London be 22°C on April 9?,0x59f9a56c8df5f043b34833979caf33e7f7be37dbe0a1e8638a01ca250d949b56,1255225084032380378958772152110057554780012546818584173224752448787553063269,20702537579196305849129549669730618464389019701970020323285578709214218151623,London,London,2026-04-09,April 9,exact,22.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871589,highest-temperature-in-london-on-april-9-2026-23c,Will the highest temperature in London be 23°C on April 9?,0x52cb09a65c55d218e0ba22cc7e4dbeaa922e614b51c6dfc241c56da5ed13cdda,70863463701492797688945597108381030023814452019421374009522771358294240955247,68666748262047771847764105304415762965379068586871181121096672816359120148376,London,London,2026-04-09,April 9,exact,23.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871590,highest-temperature-in-london-on-april-9-2026-24c,Will the highest temperature in London be 24°C on April 9?,0x351266b9506c2e28a70ff5f5e0ead310d93f3bc62892382eccbf12ffde041d90,82331794955265860246234153111927557749980291511652339198682813370068142061148,48180074252995556746201671478681424233075036970867934869562953503214317780447,London,London,2026-04-09,April 9,exact,24.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871591,highest-temperature-in-london-on-april-9-2026-25corhigher,Will the highest temperature in London be 25°C or higher on April 9?,0x559214307a0d5a662702cdc26877b7c1035c0803e1ea4d0d1a916f3586d5a0af,50185679163885432199593799646868187769125602636321071020213457771017305876772,80392650824973585112663757540812859653403221218433713900727919634493524723158,London,London,2026-04-09,April 9,higher,25.0,,,C,1C,daily_high,ok,GB,EGLC,51.5048,0.0495,Europe/London,WU,https://www.wunderground.com/history/daily/gb/london/EGLC,true,
1871596,highest-temperature-in-paris-on-april-9-2026-13corbelow,Will the highest temperature in Paris be 13°C or below on April 9?,0xde1a65abe8b825bb047e64956e9bf3f9847a95d4dac79fc396165693c96a8203,95086586194128664478311170082063280214356102068114498112784772912545191064048,81451982686880578059763640784567715646577562851883777816720055427621932675290,Paris,Paris,2026-04-09,April 9,below,13.0,,,C,1C,daily_high,ok,FR,LFPG,49.0097,2.5479,Europe/Paris,WU,https://www.wunderground.com/history/daily/fr/paris/LFPG,true,
